French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
un philosophe,философ,Un grand <b>philosophe</b>.,Великий <b>философ</b>.,🤔,m
"flou, floue",размытый,Une image <b>floue</b>.,<b>Размытое</b> изображение.,📷,adj
enculer,трахать в зад (груб.),<b>Enculé</b> ! (insulte vulgaire),<b>Пошёл ты</b>! (груб.),🤬,v
un psychiatre,психиатр,Consulter un <b>psychiatre</b>.,Обратиться к <b>психиатру</b>.,🧠,m
un certificat,сертификат,Un <b>certificat</b> médical.,Медицинская <b>справка</b>.,📜,m
"étonné, étonnée",удивлённый,Je suis <b>étonné</b>.,Я <b>удивлён</b>.,😮,adj
planer,парить,L'oiseau <b>plane</b>.,Птица <b>парит</b>.,🦅,v
une manie,мания,C'est une <b>manie</b>.,Это <b>мания</b>.,🔄,f
un bidon,канистра,Un <b>bidon</b> d'essence.,<b>Канистра</b> бензина.,⛽,m
un trajet,маршрут,Le <b>trajet</b> est court.,<b>Маршрут</b> короткий.,🚶,m
une cathédrale,собор,La <b>cathédrale</b> Notre-Dame.,<b>Собор</b> Нотр-Дам.,⛪,f
une sonnerie,звонок,La <b>sonnerie</b> du téléphone.,<b>Звонок</b> телефона.,📱,f
merder,облажаться (груб.),J'ai <b>merdé</b> l'examen.,Я <b>завалил</b> экзамен.,💩,v
une forteresse,крепость,Une ancienne <b>forteresse</b>.,Древняя <b>крепость</b>.,🏰,f
un délit,правонарушение,Commettre un <b>délit</b>.,Совершить <b>правонарушение</b>.,⚖️,m
une pince,щипцы; клешня,Une <b>pince</b> à linge.,<b>Прищепка</b>.,🦀,f
"pointu, pointue",острый,Un nez <b>pointu</b>.,<b>Острый</b> нос.,📍,adj
diminuer,уменьшать,<b>Diminue</b> le volume.,<b>Убавь</b> громкость.,🔉,v
fusiller,расстреливать,<b>Fusiller</b> quelqu'un.,<b>Расстрелять</b> кого-то.,🔫,v
un basket,баскетбол; кроссовок,Jouer au <b>basket</b>.,Играть в <b>баскетбол</b>.,🏀,m
ronfler,храпеть,Il <b>ronfle</b> fort.,Он громко <b>храпит</b>.,😴,v
"vital, vitale",жизненно важный,C'est <b>vital</b>.,Это <b>жизненно важно</b>.,❤️,adj
"ras, rase",коротко подстриженный,Les cheveux <b>ras</b>.,Коротко <b>стриженные</b> волосы.,💇,adj
un chiffon,тряпка,Prends un <b>chiffon</b>.,Возьми <b>тряпку</b>.,🧹,m
"directeur, directrice",руководящий,Le comité <b>directeur</b>.,<b>Руководящий</b> комитет.,💼,adj
un buste,бюст,Le <b>buste</b> d'une statue.,<b>Бюст</b> статуи.,🗿,m
une semelle,подошва,La <b>semelle</b> de la chaussure.,<b>Подошва</b> обуви.,👟,f
une discrétion,скромность,Avec <b>discrétion</b>.,Со <b>скромностью</b>.,🤫,f
intriguer,интриговать,Ça m'<b>intrigue</b>.,Это меня <b>интригует</b>.,🤔,v
"permanent, permanente",постоянный,Un emploi <b>permanent</b>.,<b>Постоянная</b> работа.,📌,adj
un rouleau,рулон,Un <b>rouleau</b> de papier.,<b>Рулон</b> бумаги.,📜,m
multiple,многочисленный,Des choix <b>multiples</b>.,<b>Многочисленные</b> варианты.,🔢,adj
un songe,мечта; сон,Un doux <b>songe</b>.,Сладкий <b>сон</b>.,💭,m
une fraise,клубника,Une tarte aux <b>fraises</b>.,Пирог с <b>клубникой</b>.,🍓,f
une piqûre,укол,Une <b>piqûre</b> d'abeille.,Пчелиный <b>укус</b>.,🐝,f
un réflexe,рефлекс,Un <b>réflexe</b> rapide.,Быстрый <b>рефлекс</b>.,⚡,m
une politesse,вежливость,Par <b>politesse</b>.,Из <b>вежливости</b>.,🙂,f
un par,номинал; пар,Au-dessus du <b>par</b>.,Выше <b>номинала</b>.,📊,m
une rancune,злоба,Sans <b>rancune</b>.,Без <b>обиды</b>.,😌,f
encadrer,обрамлять,<b>Encadre</b> la photo.,<b>Вставь в рамку</b> фото.,🖼️,v
un foin,сено,Une meule de <b>foin</b>.,Стог <b>сена</b>.,🌾,m
"cuit, cuite",варёный,Un œuf <b>cuit</b> dur.,Яйцо <b>сваренное</b> вкрутую.,🥚,adj
honorable,почётный,Une mention <b>honorable</b>.,<b>Почётное</b> упоминание.,🏅,adj
accroupir,приседать,<b>Accroupis</b>-toi.,<b>Присядь</b>.,🧎,v
"un barbier, une barbière",цирюльник,Le <b>barbier</b> coupe les cheveux.,<b>Цирюльник</b> стрижёт волосы.,💈,m/f
un malentendu,недоразумение,C'est un <b>malentendu</b>.,Это <b>недоразумение</b>.,🤷,m
un plein,полный бак; разгар,Faire le <b>plein</b> d'essence.,<b>Заправить</b> полный бак.,⛽,m
un évêque,епископ,L'<b>évêque</b> bénit.,<b>Епископ</b> благословляет.,⛪,m
dévisager,разглядывать,Il me <b>dévisage</b>.,Он меня <b>разглядывает</b>.,👀,v
un hurlement,вопль,Un <b>hurlement</b> de douleur.,<b>Вопль</b> боли.,😱,m
délirer,бредить,Tu <b>délires</b> !,Ты <b>бредишь</b>!,🤪,v
une procédure,процедура,Suivre la <b>procédure</b>.,Следовать <b>процедуре</b>.,📋,f
"clandestin, clandestine",подпольный,Un immigrant <b>clandestin</b>.,<b>Нелегальный</b> иммигрант.,🙈,adj
une tige,стебель,La <b>tige</b> de la fleur.,<b>Стебель</b> цветка.,🌷,f
un autel,алтарь,L'<b>autel</b> de l'église.,<b>Алтарь</b> церкви.,⛪,m
un boy,бой; слуга,Le <b>boy</b> apporte le thé.,<b>Слуга</b> приносит чай.,🧑‍🍳,m
un équipement,оборудование,L'<b>équipement</b> sportif.,Спортивное <b>оборудование</b>.,🏋️,m
un combattant,боец,Un <b>combattant</b> courageux.,Храбрый <b>боец</b>.,⚔️,m
une substance,вещество,Une <b>substance</b> toxique.,Токсичное <b>вещество</b>.,🧪,f
une pudeur,стыдливость,Avec <b>pudeur</b>.,Со <b>скромностью</b>.,😊,f
une ère,эра,Une nouvelle <b>ère</b>.,Новая <b>эра</b>.,📅,f
un bourreau,палач,Le <b>bourreau</b> exécute.,<b>Палач</b> казнит.,⚔️,m
inévitable,неизбежный,C'est <b>inévitable</b>.,Это <b>неизбежно</b>.,😔,adj
un interrogatoire,допрос,Un <b>interrogatoire</b> de police.,Полицейский <b>допрос</b>.,🚔,m
une prudence,осторожность,Avec <b>prudence</b>.,С <b>осторожностью</b>.,⚠️,f
intimider,запугивать,Ne te laisse pas <b>intimider</b>.,Не позволяй себя <b>запугать</b>.,😤,v
un exploit,подвиг,Un <b>exploit</b> héroïque.,Героический <b>подвиг</b>.,🏆,m
un poêle,печь; сковорода,Le <b>poêle</b> à bois.,Дровяная <b>печь</b>.,🔥,m
une poêle,сковородка,La <b>poêle</b> est chaude.,<b>Сковородка</b> горячая.,🍳,f
évoluer,развиваться,La situation <b>évolue</b>.,Ситуация <b>развивается</b>.,📈,v
sombrer,тонуть; погружаться,<b>Sombrer</b> dans la dépression.,<b>Погрузиться</b> в депрессию.,😔,v
un tournage,съёмки,Le <b>tournage</b> du film.,<b>Съёмки</b> фильма.,🎬,m
une nièce,племянница,C'est ma <b>nièce</b>.,Это моя <b>племянница</b>.,👧,f
louper,упускать (разг.),J'ai <b>loupé</b> le train.,Я <b>опоздал</b> на поезд.,🚂,v
trinquer,чокаться,<b>Trinquons</b> à ta santé !,<b>Выпьем</b> за твоё здоровье!,🥂,v
une république,республика,La <b>République</b> française.,Французская <b>Республика</b>.,🇫🇷,f
tâter,ощупывать,<b>Tâte</b> le terrain.,<b>Прощупай</b> почву.,🤚,v
un ciment,цемент,Un mur en <b>ciment</b>.,Стена из <b>цемента</b>.,🧱,m
un sabre,сабля,Un <b>sabre</b> laser.,Световой <b>меч</b>.,⚔️,m
un terroriste,террорист,Arrêter un <b>terroriste</b>.,Арестовать <b>террориста</b>.,🚔,m
un jambon,ветчина,Un sandwich au <b>jambon</b>.,Сэндвич с <b>ветчиной</b>.,🥪,m
une observation,наблюдение,Une <b>observation</b> pertinente.,Уместное <b>наблюдение</b>.,👀,f
une fantaisie,фантазия,Une <b>fantaisie</b> musicale.,Музыкальная <b>фантазия</b>.,🎵,f
un parapluie,зонт,Prends ton <b>parapluie</b>.,Возьми <b>зонт</b>.,☂️,m
dépouiller,обирать; лишать,<b>Dépouiller</b> les victimes.,<b>Обобрать</b> жертв.,💰,v
"polonais, polonaise",польский,La cuisine <b>polonaise</b>.,<b>Польская</b> кухня.,🇵🇱,adj
une bille,шарик,Jouer aux <b>billes</b>.,Играть в <b>шарики</b>.,🔮,f
imaginaire,воображаемый,Un ami <b>imaginaire</b>.,<b>Воображаемый</b> друг.,💭,adj
un brin,стебелёк; немного,Un <b>brin</b> d'herbe.,<b>Травинка</b>.,🌿,m
un hangar,ангар,Un <b>hangar</b> à avions.,Авиационный <b>ангар</b>.,✈️,m
un pâté,паштет,Un <b>pâté</b> de campagne.,Деревенский <b>паштет</b>.,🥖,m
soi-disant,так называемый,Un <b>soi-disant</b> expert.,<b>Так называемый</b> эксперт.,🤔,adj
"incertain, incertaine",неопределённый,L'avenir est <b>incertain</b>.,Будущее <b>неопределённо</b>.,❓,adj
un tombeau,гробница,Le <b>tombeau</b> du pharaon.,<b>Гробница</b> фараона.,⚰️,m
identique,идентичный,Deux jumeaux <b>identiques</b>.,Два <b>идентичных</b> близнеца.,👬,adj
"majeur, majeure",главный; совершеннолетний,Un problème <b>majeur</b>.,<b>Главная</b> проблема.,❗,adj
"odieux, odieuse",отвратительный,Un crime <b>odieux</b>.,<b>Отвратительное</b> преступление.,😠,adj
un citron,лимон,Un jus de <b>citron</b>.,Лимонный <b>сок</b>.,🍋,m
une fourmi,муравей,Une colonie de <b>fourmis</b>.,Колония <b>муравьёв</b>.,🐜,f
un battement,биение,Le <b>battement</b> du cœur.,<b>Биение</b> сердца.,❤️,m
"favori, favorite",любимый,Mon plat <b>favori</b>.,Моё <b>любимое</b> блюдо.,⭐,adj
un football,футбол,Jouer au <b>football</b>.,Играть в <b>футбол</b>.,⚽,m
un chaos,хаос,C'est le <b>chaos</b>.,Это <b>хаос</b>.,🌀,m
une audace,смелость,Quelle <b>audace</b> !,Какая <b>дерзость</b>!,💪,f
périr,погибать,<b>Périr</b> en mer.,<b>Погибнуть</b> в море.,🌊,v
acharner,ожесточённо нападать,Il s'<b>acharne</b> sur moi.,Он <b>ожесточённо</b> на меня нападает.,😤,v
une chaussée,мостовая,La <b>chaussée</b> est glissante.,<b>Дорога</b> скользкая.,🛣️,f
"volé, volée",украденный,Une voiture <b>volée</b>.,<b>Угнанная</b> машина.,🚗,adj
une malle,чемодан,Une vieille <b>malle</b>.,Старый <b>чемодан</b>.,🧳,f
un robinet,кран,Ferme le <b>robinet</b>.,Закрой <b>кран</b>.,🚰,m
décharger,разгружать,<b>Décharge</b> le camion.,<b>Разгрузи</b> грузовик.,🚚,v
"isolé, isolée",изолированный,Un village <b>isolé</b>.,<b>Изолированная</b> деревня.,🏔️,adj
baver,пускать слюни,Le bébé <b>bave</b>.,Малыш <b>пускает слюни</b>.,👶,v
agrandir,увеличивать,<b>Agrandis</b> la photo.,<b>Увеличь</b> фото.,🔍,v
complice,сообщник,Il est son <b>complice</b>.,Он его <b>сообщник</b>.,🤝,adj
explorer,исследовать,<b>Explorer</b> la jungle.,<b>Исследовать</b> джунгли.,🌴,v
un chameau,верблюд,Le <b>chameau</b> traverse le désert.,<b>Верблюд</b> пересекает пустыню.,🐫,m
interne,внутренний,Un conflit <b>interne</b>.,<b>Внутренний</b> конфликт.,🔄,adj
mécanique,механический,Une panne <b>mécanique</b>.,<b>Механическая</b> поломка.,🔧,adj
un vote,голосование,Le <b>vote</b> est terminé.,<b>Голосование</b> завершено.,🗳️,m
un survivant,выживший,Les <b>survivants</b> du crash.,<b>Выжившие</b> после крушения.,🙏,m
un peignoir,халат,Mets ton <b>peignoir</b>.,Надень <b>халат</b>.,🛁,m
"exquis, exquise",изысканный,Un goût <b>exquis</b>.,<b>Изысканный</b> вкус.,😋,adj
un ciseau,ножницы,Une paire de <b>ciseaux</b>.,<b>Ножницы</b>.,✂️,m
une technologie,технология,La nouvelle <b>technologie</b>.,Новая <b>технология</b>.,💻,f
interpréter,интерпретировать,<b>Interpréter</b> un rôle.,<b>Исполнять</b> роль.,🎭,v
un flacon,флакон,Un <b>flacon</b> de parfum.,<b>Флакон</b> духов.,🧴,m
un bombardement,бомбардировка,Un <b>bombardement</b> aérien.,Воздушная <b>бомбардировка</b>.,💣,m
